Horizon started successfully.
[2021-03-24 08:48:29][21399] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:29][21400] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:31][21400] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:31][21401] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:31][21401] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:42][21410] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:46][21410] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:46][21411] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:46][21411] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:46][21412] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:48][21412] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:48][21413] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:48][21413] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:48][21414] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:52][21414] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:52][21415] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:52][21415] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:57][21417] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:57][21417] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:59][21419] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:59][21419] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:59][21420] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:59][21420] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:48:59][21421] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:48:59][21421] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:04][21425] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:04][21425] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:04][21426] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:07][21426] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:07][21429] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:07][21429] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:07][21430] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:10][21430] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:10][21431] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:10][21431] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:25][21442] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:27][21442] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:27][21443] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:27][21443] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:27][21444] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:31][21444] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:31][21445] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:31][21445] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:31][21446] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:34][21446] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:34][21447] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:34][21447] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:34][21448] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:38][21448] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:38][21449] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:38][21449] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:38][21450] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:41][21450] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:41][21451] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:41][21451] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:41][21452] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:44][21452] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:44][21453] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:44][21453] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:44][21454] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:46][21454] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:46][21455] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:46][21455] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:46][21456] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:49][21456] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:49][21457] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:49][21457] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:49][21458] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:53][21458] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:53][21459] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:53][21459] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:53][21460] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:55][21460] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:55][21461] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:55][21461] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:55][21462] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:57][21462] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:49:57][21463] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:57][21463] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:49:57][21464] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:00][21464] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:00][21465] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:00][21465] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:00][21466] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:03][21467] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:03][21467] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:03][21466] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:03][21468] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:05][21468] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:05][21469] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:05][21469] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:05][21470] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:08][21470] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:08][21471] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:08][21471] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:08][21472] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:09][21472] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:09][21473] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:09][21473] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:09][21474] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:14][21474] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:14][21475] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:14][21475] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:14][21476] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:16][21476] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:16][21477] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:16][21477] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:16][21478] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:18][21478] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:18][21479] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:18][21479] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:18][21480] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:19][21480] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:19][21481] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:19][21481] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:19][21482] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:23][21482] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:23][21483] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:23][21483] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:23][21484] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:26][21484] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:26][21485] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:26][21485] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:26][21486] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:27][21486] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:27][21487] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:27][21487] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:27][21488] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:29][21488] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:29][21489] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:29][21489] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:29][21490] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:31][21490] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:50:31][21491] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:50:31][21491] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:31][21533] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:31][21533] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:31][21534] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:33][21534] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:33][21535] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:33][21535] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:33][21536] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:35][21536] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:35][21537] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:35][21537] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:35][21538] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:36][21538] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:36][21539] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:36][21539] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:36][21540] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:39][21540] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:39][21541] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:39][21541] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:39][21542] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:41][21542] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:51:41][21543] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:41][21543] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:57][21555] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:51:57][21555] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:01][21557] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:01][21557] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:01][21558] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:04][21558] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:04][21560] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:05][21560] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:05][21561] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:05][21561] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:05][21562] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:07][21562] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:07][21563] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:07][21563] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:07][21564] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:09][21564] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:09][21565] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:09][21565] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:09][21566] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:11][21566] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:11][21567] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:11][21567] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:11][21568] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:12][21568] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:12][21569] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:12][21569] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:38][21586] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:41][21586] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:41][21587] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:41][21587] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:41][21588] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:44][21588] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:44][21589] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:44][21589] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:44][21590] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:47][21590] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:47][21591] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:47][21591] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:50][21593] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:50][21593] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:50][21594] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:53][21594] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:53][21595] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:53][21595] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:53][21596] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:54][21596] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:54][21597] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:54][21597] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:54][21598] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:56][21598] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:56][21599] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:56][21599] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:56][21600] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:57][21602] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:57][21600] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:57][21601] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:57][21601] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:59][21602] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:52:59][21603] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:59][21603] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:52:59][21604] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:00][21604] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:00][21605] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:00][21605] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:12][21615] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:12][21615] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:33][21639] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:33][21639] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:33][21640] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:35][21640] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:35][21641] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:35][21641] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:35][21642] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:37][21642] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:37][21643] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:37][21643] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:45][21649] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:45][21649] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:45][21650] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:50][21650] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:50][21651] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:51][21651] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:51][21652] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:54][21652] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:54][21653] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:54][21653] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:54][21654] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:56][21654] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:56][21655] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:56][21655] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:53:56][21656] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:58][21656] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:53:58][21658] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:01][21658] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:05][21662] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:08][21662] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:08][21663] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:08][21663] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:08][21664] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:11][21664] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:11][21665] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:11][21665] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:11][21666] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:17][21666] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:18][21670] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:19][21670] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:19][21671] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:19][21671] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:19][21672] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:23][21672] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:23][21673] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:23][21673] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:23][21674] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:25][21674] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:25][21675] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:25][21675] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:25][21676] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:29][21676] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:48][21694] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:50][21694] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:50][21695] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:50][21695] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:50][21696] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:52][21696] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:52][21697] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:52][21697] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:54:52][21698] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:54][21698] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:54][21700] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:55][21700] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:54:55][21701] Processing: App\Jobs\SwSyncSourceImageTempJob
